,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
20,0,85.0,160.0,20.0,55.0,27.0,0.0,0.0,100.0,38.0,5.0,5.0,28.0,0.0,22.0,4.0,2.0,2.0,11.0,68.0,3.0,1.0,0.0,50.0
21,0,88.0,138.0,2.0,71.0,21.0,0.0,0.0,100.0,43.0,5.0,5.0,24.0,3.0,33.0,4.0,0.0,0.0,4.0,82.0,2.0,1.0,0.0,75.0
22,1,72.0,155.0,7.0,71.0,46.0,1.0,1.0,100.0,22.0,5.0,5.0,48.0,1.0,38.0,1.0,5.0,5.0,7.0,82.0,5.0,5.0,0.0,53.0
23,0,73.0,163.0,14.0,62.0,14.0,1.0,1.0,100.0,33.0,6.0,5.0,15.0,0.0,60.0,2.0,2.0,2.0,17.0,66.0,1.0,3.0,1.0,80.0
24,0,63.0,242.0,2.0,68.0,25.0,0.0,0.0,100.0,25.0,5.0,5.0,26.0,1.0,19.0,1.0,3.0,3.0,73.0,45.0,12.0,1.0,5.0,87.0
25,0,89.0,257.0,10.0,153.0,27.0,0.0,0.0,100.0,39.0,5.0,5.0,28.0,1.0,29.0,4.0,2.0,2.0,1.0,57.0,4.0,1.0,0.0,38.0
26,0,86.0,172.0,14.0,126.0,20.0,0.0,0.0,100.0,39.0,5.0,5.0,21.0,0.0,43.0,5.0,0.0,0.0,30.0,66.0,1.0,2.0,0.0,75.0
27,0,63.0,149.0,13.0,49.0,17.0,1.0,1.0,100.0,24.0,5.0,5.0,17.0,0.0,6.0,2.0,2.0,2.0,58.0,83.0,7.0,1.0,3.0,57.0
28,0,63.0,79.0,10.0,30.0,10.0,0.0,0.0,100.0,25.0,5.0,5.0,10.0,1.0,30.0,2.0,0.0,0.0,88.0,70.0,4.0,2.0,2.0,100.0
29,0,72.0,212.0,2.0,57.0,16.0,0.0,0.0,100.0,34.0,5.0,5.0,17.0,2.0,35.0,3.0,0.0,0.0,69.0,52.0,5.0,3.0,4.0,67.0
30,1,71.0,124.0,6.0,64.0,25.0,0.0,0.0,96.0,30.0,6.0,6.0,27.0,2.0,19.0,3.0,1.0,1.0,49.0,85.0,5.0,1.0,1.0,50.0
31,0,72.0,73.0,11.0,36.0,7.0,0.0,0.0,100.0,30.0,5.0,5.0,7.0,1.0,57.0,3.0,1.0,1.0,45.0,63.0,1.0,3.0,1.0,80.0
32,0,85.0,168.0,9.0,72.0,41.0,0.0,0.0,100.0,38.0,6.0,6.0,44.0,1.0,41.0,4.0,2.0,2.0,3.0,56.0,3.0,2.0,0.0,42.0
33,1,82.0,212.0,22.0,115.0,14.0,0.0,0.0,100.0,37.0,5.0,5.0,15.0,0.0,33.0,5.0,0.0,0.0,45.0,44.0,4.0,2.0,0.0,75.0
34,0,84.0,200.0,4.0,103.0,27.0,0.0,0.0,100.0,36.0,5.0,5.0,29.0,1.0,21.0,3.0,3.0,3.0,7.0,92.0,2.0,2.0,1.0,55.0
35,1,75.0,312.0,5.0,78.0,26.0,1.0,1.0,100.0,31.0,5.0,5.0,26.0,4.0,31.0,2.0,4.0,4.0,10.0,36.0,3.0,2.0,0.0,56.0
36,0,59.0,15.0,4.0,9.0,8.0,0.0,0.0,100.0,23.0,5.0,5.0,8.0,6.0,25.0,1.0,1.0,1.0,66.0,83.0,2.0,2.0,2.0,63.0
37,0,70.0,62.0,1.0,31.0,24.0,0.0,0.0,100.0,33.0,5.0,5.0,28.0,6.0,29.0,-4.0,12.0,12.0,34.0,88.0,3.0,8.0,1.0,85.0
38,0,84.0,169.0,14.0,81.0,20.0,0.0,0.0,100.0,35.0,5.0,5.0,20.0,0.0,35.0,4.0,1.0,1.0,17.0,70.0,1.0,4.0,0.0,56.0
39,0,78.0,134.0,15.0,44.0,7.0,0.0,0.0,100.0,33.0,5.0,5.0,7.0,0.0,57.0,4.0,0.0,0.0,25.0,64.0,1.0,1.0,0.0,100.0
40,1,75.0,31.0,8.0,15.0,5.0,0.0,0.0,100.0,33.0,5.0,5.0,5.0,3.0,20.0,2.0,1.0,1.0,12.0,75.0,3.0,1.0,0.0,100.0
41,1,69.0,140.0,4.0,60.0,21.0,0.0,0.0,100.0,34.0,5.0,5.0,22.0,5.0,55.0,1.0,3.0,3.0,70.0,70.0,6.0,1.0,1.0,88.0
42,0,75.0,197.0,7.0,55.0,14.0,0.0,0.0,100.0,35.0,5.0,5.0,14.0,1.0,36.0,4.0,0.0,0.0,70.0,45.0,3.0,2.0,1.0,100.0
43,0,85.0,336.0,11.0,124.0,17.0,0.0,0.0,100.0,35.0,5.0,5.0,17.0,1.0,35.0,4.0,0.0,0.0,1.0,87.0,2.0,2.0,0.0,44.0
44,0,86.0,236.0,2.0,71.0,25.0,0.0,0.0,100.0,41.0,5.0,5.0,30.0,3.0,33.0,4.0,1.0,1.0,12.0,88.0,4.0,2.0,0.0,60.0
45,0,86.0,193.0,8.0,73.0,25.0,0.0,0.0,100.0,40.0,5.0,5.0,25.0,3.0,32.0,4.0,1.0,1.0,3.0,71.0,3.0,1.0,0.0,50.0
46,1,77.0,170.0,10.0,84.0,25.0,0.0,0.0,100.0,35.0,5.0,5.0,26.0,1.0,12.0,3.0,2.0,2.0,58.0,46.0,3.0,1.0,2.0,50.0
47,1,86.0,140.0,2.0,67.0,53.0,0.0,0.0,100.0,35.0,5.0,5.0,55.0,3.0,16.0,3.0,4.0,3.0,5.0,57.0,2.0,2.0,0.0,29.0
48,0,88.0,238.0,5.0,71.0,16.0,0.0,0.0,100.0,43.0,5.0,5.0,20.0,2.0,45.0,3.0,3.0,3.0,7.0,69.0,3.0,3.0,0.0,50.0
49,0,67.0,194.0,2.0,75.0,24.0,0.0,0.0,100.0,32.0,5.0,5.0,27.0,1.0,41.0,2.0,1.0,1.0,87.0,100.0,9.0,2.0,6.0,85.0
50,0,58.0,22.0,2.0,8.0,4.0,0.0,0.0,100.0,26.0,5.0,5.0,6.0,5.0,50.0,0.0,2.0,2.0,101.0,76.0,1.0,3.0,1.0,100.0
51,1,74.0,181.0,1.0,65.0,61.0,0.0,0.0,100.0,28.0,6.0,6.0,65.0,5.0,35.0,3.0,0.0,0.0,12.0,80.0,9.0,6.0,2.0,58.0
52,0,89.0,184.0,9.0,126.0,20.0,0.0,0.0,100.0,40.0,5.0,5.0,22.0,1.0,18.0,4.0,2.0,2.0,7.0,65.0,2.0,2.0,0.0,33.0
53,0,65.0,35.0,10.0,19.0,6.0,0.0,0.0,100.0,31.0,5.0,5.0,6.0,2.0,17.0,1.0,3.0,3.0,76.0,83.0,5.0,1.0,2.0,100.0
54,0,82.0,235.0,24.0,123.0,30.0,0.0,0.0,100.0,39.0,6.0,6.0,32.0,0.0,38.0,5.0,0.0,0.0,36.0,62.0,3.0,1.0,0.0,100.0
55,0,82.0,165.0,3.0,61.0,50.0,0.0,0.0,100.0,32.0,5.0,5.0,51.0,4.0,47.0,3.0,3.0,2.0,18.0,62.0,3.0,9.0,0.0,75.0
56,0,73.0,136.0,18.0,63.0,36.0,0.0,0.0,100.0,29.0,5.0,5.0,36.0,0.0,19.0,4.0,0.0,0.0,38.0,74.0,14.0,1.0,3.0,79.0
57,0,87.0,195.0,70.0,207.0,20.0,0.0,0.0,100.0,37.0,5.0,5.0,21.0,0.0,29.0,6.0,0.0,0.0,11.0,33.0,2.0,2.0,0.0,50.0
58,0,69.0,198.0,3.0,111.0,21.0,1.0,1.0,100.0,-3.0,0.0,5.0,23.0,3.0,26.0,3.0,1.0,1.0,5.0,45.0,2.0,2.0,0.0,57.0
59,0,85.0,140.0,6.0,84.0,14.0,0.0,0.0,100.0,37.0,5.0,5.0,14.0,1.0,29.0,4.0,0.0,0.0,6.0,62.0,2.0,2.0,0.0,57.0
60,0,80.0,93.0,5.0,45.0,6.0,0.0,0.0,100.0,36.0,5.0,5.0,6.0,2.0,50.0,-1.0,9.0,7.0,7.0,83.0,1.0,1.0,0.0,67.0
61,0,87.0,205.0,20.0,102.0,14.0,0.0,0.0,100.0,39.0,5.0,5.0,18.0,0.0,56.0,5.0,0.0,0.0,5.0,74.0,2.0,2.0,0.0,67.0
62,1,89.0,235.0,9.0,94.0,22.0,0.0,0.0,100.0,41.0,5.0,5.0,25.0,1.0,16.0,5.0,0.0,0.0,8.0,69.0,3.0,2.0,0.0,43.0
63,0,80.0,248.0,9.0,141.0,27.0,0.0,0.0,100.0,31.0,5.0,5.0,30.0,1.0,30.0,4.0,1.0,1.0,23.0,91.0,2.0,3.0,1.0,56.0
64,0,83.0,92.0,2.0,41.0,18.0,0.0,0.0,100.0,45.0,5.0,5.0,19.0,7.0,32.0,3.0,0.0,0.0,13.0,92.0,7.0,2.0,0.0,69.0
65,0,71.0,96.0,32.0,60.0,9.0,1.0,1.0,100.0,34.0,6.0,6.0,9.0,0.0,11.0,3.0,0.0,0.0,48.0,49.0,2.0,2.0,0.0,100.0
66,1,72.0,117.0,1.0,49.0,9.0,0.0,0.0,100.0,35.0,5.0,5.0,11.0,4.0,27.0,3.0,0.0,0.0,55.0,59.0,5.0,1.0,2.0,86.0
67,0,89.0,261.0,11.0,105.0,60.0,0.0,0.0,100.0,33.0,5.0,5.0,64.0,1.0,27.0,6.0,0.0,0.0,0.0,33.0,3.0,3.0,0.0,21.0
68,0,88.0,161.0,38.0,66.0,11.0,0.0,0.0,100.0,40.0,5.0,5.0,12.0,0.0,25.0,5.0,0.0,0.0,7.0,34.0,1.0,2.0,0.0,33.0
69,1,72.0,194.0,2.0,100.0,43.0,0.0,0.0,100.0,23.0,5.0,5.0,48.0,1.0,29.0,4.0,0.0,0.0,34.0,61.0,8.0,3.0,3.0,72.0
70,1,76.0,152.0,2.0,65.0,26.0,0.0,0.0,97.0,35.0,6.0,6.0,29.0,4.0,34.0,1.0,4.0,4.0,25.0,56.0,6.0,5.0,0.0,81.0
71,0,72.0,164.0,2.0,67.0,38.0,0.0,0.0,100.0,36.0,5.0,5.0,42.0,8.0,19.0,3.0,1.0,1.0,55.0,44.0,7.0,3.0,3.0,67.0
72,0,85.0,192.0,2.0,86.0,25.0,0.0,0.0,100.0,40.0,5.0,5.0,29.0,2.0,41.0,4.0,1.0,1.0,28.0,68.0,2.0,3.0,0.0,63.0
73,1,74.0,193.0,1.0,91.0,19.0,0.0,0.0,100.0,39.0,5.0,5.0,22.0,2.0,18.0,3.0,1.0,1.0,90.0,79.0,6.0,2.0,4.0,73.0
74,1,85.0,132.0,7.0,62.0,29.0,0.0,0.0,100.0,40.0,6.0,6.0,29.0,2.0,21.0,4.0,0.0,0.0,1.0,79.0,3.0,3.0,0.0,67.0
75,1,87.0,238.0,18.0,102.0,11.0,0.0,0.0,100.0,43.0,5.0,5.0,11.0,0.0,9.0,5.0,0.0,0.0,47.0,6.0,1.0,1.0,0.0,50.0
76,1,85.0,177.0,2.0,84.0,30.0,0.0,0.0,100.0,35.0,5.0,5.0,35.0,1.0,33.0,3.0,2.0,2.0,12.0,74.0,2.0,5.0,0.0,47.0
77,0,71.0,276.0,5.0,60.0,13.0,1.0,1.0,100.0,31.0,6.0,5.0,13.0,1.0,46.0,2.0,1.0,1.0,24.0,78.0,3.0,1.0,0.0,57.0
78,0,88.0,228.0,16.0,70.0,22.0,0.0,0.0,100.0,38.0,5.0,5.0,22.0,0.0,41.0,5.0,0.0,0.0,0.0,47.0,1.0,2.0,0.0,38.0
79,0,88.0,242.0,14.0,101.0,64.0,0.0,0.0,100.0,30.0,5.0,5.0,69.0,0.0,23.0,6.0,0.0,0.0,2.0,15.0,2.0,3.0,0.0,26.0
80,0,76.0,134.0,11.0,67.0,28.0,0.0,0.0,100.0,33.0,5.0,5.0,28.0,1.0,21.0,4.0,0.0,0.0,62.0,14.0,3.0,2.0,1.0,83.0
81,0,67.0,158.0,2.0,47.0,28.0,0.0,0.0,100.0,28.0,6.0,6.0,29.0,2.0,45.0,2.0,1.0,1.0,42.0,69.0,7.0,5.0,5.0,67.0
82,0,78.0,225.0,25.0,114.0,31.0,0.0,0.0,100.0,34.0,5.0,5.0,33.0,0.0,30.0,4.0,1.0,1.0,56.0,21.0,7.0,3.0,2.0,73.0
83,1,86.0,202.0,9.0,68.0,21.0,0.0,0.0,100.0,36.0,5.0,5.0,21.0,1.0,29.0,5.0,0.0,0.0,0.0,61.0,0.0,2.0,0.0,25.0
84,1,83.0,54.0,8.0,24.0,5.0,0.0,0.0,100.0,39.0,5.0,5.0,6.0,2.0,50.0,4.0,0.0,0.0,5.0,39.0,1.0,2.0,0.0,100.0
85,0,77.0,296.0,6.0,98.0,45.0,0.0,0.0,100.0,27.0,5.0,5.0,45.0,1.0,16.0,3.0,2.0,2.0,12.0,68.0,7.0,1.0,2.0,36.0
86,0,73.0,69.0,24.0,42.0,7.0,0.0,0.0,100.0,31.0,5.0,5.0,7.0,0.0,14.0,3.0,1.0,0.0,54.0,37.0,5.0,1.0,1.0,86.0
87,0,66.0,216.0,4.0,89.0,27.0,0.0,0.0,100.0,26.0,5.0,5.0,27.0,1.0,41.0,1.0,5.0,5.0,78.0,69.0,5.0,2.0,3.0,70.0
88,1,73.0,176.0,15.0,47.0,14.0,0.0,0.0,100.0,34.0,5.0,5.0,14.0,0.0,7.0,4.0,0.0,0.0,62.0,36.0,7.0,3.0,4.0,100.0
89,1,58.0,14.0,1.0,6.0,3.0,0.0,0.0,100.0,30.0,5.0,5.0,5.0,4.0,40.0,-6.0,15.0,15.0,98.0,82.0,2.0,2.0,1.0,80.0
90,0,83.0,196.0,17.0,84.0,6.0,0.0,0.0,100.0,38.0,5.0,5.0,7.0,0.0,0.0,4.0,0.0,0.0,14.0,77.0,4.0,3.0,1.0,100.0
91,1,88.0,156.0,17.0,140.0,5.0,0.0,0.0,100.0,42.0,5.0,5.0,5.0,0.0,20.0,5.0,0.0,0.0,20.0,66.0,2.0,1.0,0.0,75.0
92,1,70.0,320.0,4.0,65.0,31.0,0.0,0.0,100.0,25.0,5.0,5.0,28.0,4.0,29.0,1.0,4.0,4.0,32.0,76.0,4.0,3.0,1.0,47.0
93,0,85.0,296.0,14.0,140.0,24.0,0.0,0.0,100.0,37.0,5.0,5.0,0.0,0.0,50.0,5.0,0.0,0.0,26.0,70.0,4.0,4.0,0.0,73.0
94,0,87.0,32.0,2.0,89.0,20.0,0.0,0.0,100.0,45.0,6.0,6.0,3.0,1.0,18.0,5.0,0.0,0.0,14.0,22.0,4.0,1.0,0.0,83.0
95,1,88.0,255.0,16.0,121.0,24.0,0.0,0.0,100.0,37.0,5.0,5.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,52.0,1.0,2.0,0.0,30.0
96,0,66.0,115.0,7.0,109.0,35.0,0.0,0.0,100.0,26.0,5.0,5.0,3.0,2.0,40.0,3.0,1.0,1.0,82.0,67.0,4.0,4.0,3.0,90.0
97,0,63.0,145.0,2.0,23.0,12.0,1.0,1.0,100.0,28.0,5.0,5.0,3.0,5.0,23.0,2.0,0.0,0.0,49.0,61.0,7.0,2.0,2.0,92.0
98,1,89.0,256.0,3.0,100.0,19.0,0.0,0.0,100.0,40.0,5.0,5.0,27.0,2.0,47.0,4.0,1.0,1.0,0.0,73.0,0.0,4.0,0.0,57.0
99,0,76.0,179.0,7.0,91.0,22.0,0.0,0.0,100.0,30.0,5.0,5.0,45.0,1.0,45.0,4.0,0.0,0.0,40.0,88.0,4.0,2.0,1.0,78.0
100,0,66.0,311.0,9.0,84.0,32.0,1.0,1.0,100.0,23.0,5.0,5.0,33.0,3.0,39.0,3.0,0.0,0.0,48.0,64.0,9.0,5.0,1.0,74.0
101,1,71.0,55.0,3.0,30.0,20.0,0.0,0.0,100.0,30.0,5.0,5.0,14.0,4.0,45.0,2.0,1.0,1.0,40.0,94.0,6.0,4.0,0.0,91.0
102,1,83.0,255.0,3.0,72.0,29.0,0.0,0.0,100.0,34.0,5.0,5.0,34.0,2.0,21.0,3.0,2.0,2.0,2.0,60.0,5.0,1.0,0.0,38.0
103,1,81.0,216.0,4.0,70.0,32.0,0.0,0.0,100.0,36.0,5.0,5.0,22.0,5.0,22.0,4.0,0.0,0.0,4.0,54.0,8.0,2.0,0.0,56.0
104,0,65.0,65.0,1.0,6.0,2.0,0.0,0.0,100.0,23.0,5.0,5.0,0.0,2.0,67.0,0.0,4.0,4.0,25.0,100.0,1.0,2.0,0.0,100.0
105,0,87.0,182.0,3.0,83.0,20.0,0.0,0.0,100.0,42.0,5.0,5.0,13.0,4.0,35.0,4.0,0.0,0.0,5.0,54.0,5.0,2.0,0.0,47.0
106,0,62.0,170.0,3.0,34.0,15.0,0.0,0.0,100.0,30.0,5.0,5.0,13.0,7.0,20.0,2.0,0.0,0.0,67.0,100.0,10.0,2.0,3.0,100.0
107,0,88.0,160.0,13.0,79.0,7.0,0.0,0.0,100.0,41.0,5.0,5.0,14.0,0.0,29.0,5.0,0.0,0.0,8.0,72.0,2.0,2.0,0.0,67.0
108,1,75.0,235.0,13.0,139.0,26.0,1.0,1.0,100.0,29.0,6.0,5.0,44.0,0.0,35.0,4.0,0.0,0.0,13.0,63.0,2.0,1.0,0.0,57.0
109,0,74.0,115.0,13.0,31.0,10.0,0.0,0.0,100.0,28.0,5.0,5.0,35.0,0.0,40.0,3.0,1.0,1.0,21.0,73.0,3.0,2.0,1.0,86.0
110,1,82.0,224.0,3.0,122.0,20.0,0.0,0.0,100.0,37.0,5.0,5.0,5.0,2.0,10.0,4.0,1.0,1.0,16.0,57.0,8.0,2.0,1.0,73.0
111,0,70.0,333.0,1.0,49.0,13.0,2.0,2.0,100.0,32.0,6.0,5.0,20.0,2.0,36.0,1.0,3.0,3.0,8.0,96.0,1.0,3.0,0.0,50.0
112,0,72.0,166.0,2.0,58.0,29.0,0.0,0.0,100.0,28.0,5.0,5.0,33.0,5.0,20.0,3.0,0.0,0.0,34.0,90.0,4.0,2.0,1.0,33.0
113,0,59.0,174.0,3.0,62.0,44.0,0.0,0.0,100.0,23.0,5.0,5.0,38.0,5.0,20.0,1.0,3.0,3.0,71.0,51.0,13.0,2.0,6.0,75.0
114,0,74.0,202.0,9.0,89.0,27.0,0.0,0.0,100.0,31.0,5.0,5.0,34.0,1.0,15.0,4.0,0.0,0.0,51.0,48.0,6.0,1.0,3.0,67.0
115,0,93.0,264.0,6.0,124.0,15.0,0.0,0.0,100.0,43.0,5.0,5.0,26.0,1.0,0.0,5.0,0.0,0.0,0.0,88.0,1.0,1.0,0.0,9.0
116,0,86.0,271.0,10.0,113.0,26.0,0.0,0.0,100.0,35.0,5.0,5.0,32.0,2.0,27.0,4.0,1.0,0.0,13.0,50.0,2.0,3.0,0.0,33.0
117,0,61.0,219.0,7.0,18.0,15.0,0.0,0.0,100.0,23.0,5.0,5.0,4.0,3.0,20.0,1.0,2.0,2.0,58.0,98.0,7.0,3.0,3.0,77.0
118,0,85.0,68.0,6.0,84.0,26.0,0.0,0.0,100.0,35.0,5.0,5.0,7.0,1.0,27.0,4.0,0.0,0.0,2.0,68.0,2.0,5.0,0.0,57.0
119,0,82.0,426.0,3.0,115.0,33.0,0.0,0.0,100.0,32.0,5.0,5.0,32.0,2.0,21.0,4.0,1.0,1.0,13.0,56.0,4.0,2.0,0.0,58.0
120,0,76.0,94.0,2.0,49.0,25.0,0.0,0.0,100.0,32.0,5.0,5.0,30.0,5.0,33.0,1.0,4.0,4.0,20.0,81.0,2.0,4.0,0.0,40.0
121,0,61.0,197.0,3.0,43.0,13.0,0.0,0.0,100.0,27.0,5.0,5.0,11.0,3.0,23.0,1.0,2.0,2.0,90.0,40.0,5.0,3.0,5.0,89.0
122,1,71.0,247.0,3.0,72.0,49.0,0.0,0.0,100.0,33.0,6.0,6.0,74.0,3.0,66.0,2.0,2.0,2.0,83.0,61.0,10.0,5.0,1.0,94.0
123,1,77.0,117.0,16.0,59.0,11.0,0.0,0.0,100.0,32.0,5.0,5.0,12.0,0.0,18.0,3.0,1.0,1.0,34.0,71.0,2.0,1.0,1.0,38.0
124,0,80.0,167.0,1.0,48.0,12.0,0.0,0.0,100.0,42.0,5.0,5.0,22.0,4.0,57.0,1.0,5.0,5.0,27.0,59.0,3.0,1.0,0.0,100.0
125,0,87.0,340.0,1.0,137.0,9.0,0.0,0.0,100.0,41.0,5.0,5.0,2.0,1.0,10.0,4.0,0.0,0.0,18.0,72.0,3.0,2.0,0.0,75.0
126,1,80.0,290.0,5.0,96.0,14.0,0.0,0.0,100.0,35.0,5.0,5.0,43.0,2.0,21.0,3.0,1.0,1.0,29.0,62.0,5.0,2.0,1.0,58.0
127,1,80.0,264.0,2.0,87.0,31.0,0.0,0.0,100.0,33.0,5.0,5.0,34.0,5.0,9.0,4.0,0.0,0.0,8.0,86.0,4.0,2.0,1.0,24.0
128,0,60.0,156.0,1.0,62.0,32.0,0.0,0.0,100.0,23.0,5.0,5.0,17.0,4.0,15.0,2.0,1.0,1.0,76.0,67.0,13.0,1.0,3.0,89.0
129,1,77.0,327.0,2.0,80.0,39.0,0.0,0.0,100.0,28.0,5.0,5.0,65.0,5.0,27.0,3.0,1.0,1.0,5.0,91.0,5.0,5.0,2.0,42.0
130,1,89.0,153.0,19.0,67.0,14.0,0.0,0.0,100.0,43.0,5.0,5.0,20.0,0.0,36.0,5.0,0.0,0.0,6.0,80.0,2.0,1.0,0.0,60.0
131,0,75.0,195.0,2.0,64.0,36.0,0.0,0.0,100.0,37.0,5.0,5.0,27.0,5.0,29.0,2.0,2.0,2.0,54.0,79.0,9.0,6.0,2.0,83.0
132,0,74.0,319.0,5.0,68.0,22.0,0.0,0.0,100.0,31.0,5.0,5.0,30.0,2.0,23.0,2.0,3.0,3.0,39.0,90.0,3.0,2.0,1.0,75.0
133,0,74.0,36.0,20.0,80.0,20.0,0.0,0.0,100.0,35.0,5.0,5.0,1.0,0.0,15.0,3.0,1.0,1.0,81.0,46.0,3.0,3.0,2.0,67.0
134,0,91.0,17.0,58.0,177.0,10.0,0.0,0.0,100.0,44.0,5.0,5.0,3.0,0.0,10.0,6.0,0.0,0.0,2.0,20.0,5.0,2.0,0.0,71.0
135,0,69.0,144.0,4.0,75.0,38.0,1.0,1.0,100.0,22.0,5.0,5.0,13.0,2.0,21.0,2.0,2.0,2.0,11.0,98.0,6.0,2.0,0.0,50.0
136,0,73.0,197.0,5.0,79.0,40.0,0.0,0.0,100.0,25.0,5.0,5.0,6.0,2.0,25.0,2.0,3.0,3.0,31.0,70.0,2.0,6.0,1.0,38.0
137,0,91.0,247.0,38.0,128.0,14.0,0.0,0.0,100.0,42.0,5.0,5.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,29.0,2.0,2.0,0.0,25.0
138,0,86.0,252.0,3.0,90.0,56.0,0.0,0.0,100.0,36.0,5.0,5.0,29.0,3.0,11.0,4.0,1.0,1.0,3.0,41.0,7.0,1.0,0.0,32.0
139,0,76.0,212.0,14.0,87.0,21.0,0.0,0.0,100.0,34.0,6.0,6.0,21.0,0.0,33.0,4.0,0.0,0.0,40.0,85.0,7.0,2.0,0.0,90.0
140,0,91.0,340.0,3.0,102.0,14.0,0.0,0.0,100.0,42.0,5.0,5.0,22.0,1.0,21.0,5.0,0.0,0.0,2.0,61.0,2.0,2.0,0.0,33.0
141,1,63.0,137.0,4.0,41.0,18.0,0.0,0.0,100.0,27.0,5.0,5.0,18.0,5.0,22.0,1.0,3.0,3.0,60.0,98.0,8.0,2.0,3.0,71.0
142,1,66.0,101.0,5.0,73.0,31.0,0.0,0.0,100.0,33.0,5.0,5.0,20.0,1.0,10.0,1.0,4.0,3.0,72.0,55.0,15.0,1.0,10.0,75.0
143,0,75.0,112.0,2.0,48.0,18.0,1.0,1.0,100.0,29.0,5.0,5.0,31.0,2.0,21.0,3.0,0.0,0.0,9.0,73.0,3.0,1.0,0.0,50.0
